title,summary,text,language,link,ilr_quantized,ilr_range,ilr_regressed
ANÁLISIS | Los mordaces ataques de Biden a Trump podrían revelar las dificultades de su propia campaña,"El presidente Joe Biden y su campaña están atacando al posible candidato republicano como un criminal y un racista que fue declarado responsable de agresión sexual y que ahora se está volviendo tan ""loco"" por su derrota en 2020 que ha quedado ""desquiciado"".
T…","A una semana del debate presidencial de EE.UU. 6:54
(CNN) -- Joe Biden lo está lanzando todo contra Donald Trump.
El presidente y su campaña están atacando al posible candidato republicano como un … ",Spanish,https://cnnespanol.cnn.com/2024/06/21/analisis-ataques-biden-trump-dificultades-campana-trax/,1.5,"[0.5221555825955058, 2.0867066504426965]",1.3044311165191012
Descubre el encanto subterráneo de este pueblo español: sus habitantes viven en casas-cueva,Nos introducimos en el corazón de Andalucía para descubrir estas casas-cueva excavadas que dan la sensación de vivir dentro de la tierra. Su temperatura lo hace un buen destino veraniego.,"En el corazón de Andalucía oriental, entre paisajes agrestes cargados de historia y cultura, se encuentra una ciudad que parece desafiar el paso del tiempo. Se trata de Guadix, ubicada en la provinci… ",Spanish,https://www.muyinteresante.com/historia/65358.html,1.5,"[1.4081953773009026, 1.6530077044984957]",1.5306015408996991
Speak to me in Anglish!,"Este texto es un adelanto de nuestra trimestral Jot Down  nº 46 «Rupturas»En la primavera de 1966, Paul Jennings, veterano de la Segunda Guerra Mundial, escritor y humorista británico, recibió el encargo de escribir tres artículos para la revista satírica Pun…","Haroldo Godwinson es obligado jurar fidelidad a Guillermo el Bastardo (izda.) sobre unas reliquias en el año 1064. Más tarde serán conocidos como Haroldo II, el último rey anglosajón de Inglaterra, y… ",Spanish,https://www.jotdown.es/2024/07/speak-to-me-in-anglish/,1,"[0.7074100551628852, 1.487649908061858]",1.0975299816123716
"Así es la vida de Joe Biden: cuántos años tiene, esposa, hijos, estudios, cronología y más","Aquí te dejamos un vistazo a la vida del presidente Joe Biden.
The post Así es la vida de Joe Biden: cuántos años tiene, esposa, hijos, estudios, cronología y más appeared first on CNN.","El inesperado reencuentro que vivió Biden en Irlanda 1:23
(CNN Español) -- Aquí te dejamos un vistazo a la vida del presidente de EE.UU., Joe Biden.
Datos personales de Joe Biden
Fecha de nacimien… ",Spanish,https://cnnespanol.cnn.com/2024/06/28/asi-es-joe-biden-edad-estudios-familia-datos-trax/,1,"[0.658207975358355, 1.205075214784987]",0.931641595
Biden y Trump miden sus fuerzas en el debate más decisivo,"Joe Biden y Donald Trump han descendido sobre Atlanta este jueves 27 de junio y han paralizado la ciudad para mantener uno de los debates electorales más importantes de la era moderna. Nunca, desde el primer debate presidencial de 1960, se habían visto dos ca…","Joe Biden y Donald Trump han descendido sobre Atlanta este jueves 27 de junio y han paralizado la ciudad para mantener uno de los debates electorales más importantes de la era moderna. Nunca, desde e… ",Spanish,https://www.abc.es/internacional/biden-trump-miden-fuerzas-debate-decisivo-20240627230413-nt.html,1,"[0.5270307384460047, 1.7882821025899922]",1.1576564205179984
Las fotos y reacciones al atentado contra Donald Trump en Pensilvania,"Donald Trump sufrió un atentado en su mitin en Pensilvania este 13 de julio. Naturalmente las imágenes le están dando la vuelta al mundo por las...
The post Las fotos y reacciones al atentado contra Donald Trump en Pensilvania appeared first on Sopitas.com.",Donald Trump sufrió un atentado en su mitin en Pensilvania este 13 de julio. Naturalmente las imágenes le están dando la vuelta al mundo por las enormes implicaciones que tiene un posible intento de … ,Spanish,https://www.sopitas.com/noticias/donald-trump-atentado-butler-pensilavania-fotos-reacciones/,1.5,"[0.6283734153834395, 2.0229759507699363]",1.325674683076688
Biden revela en qué caso abandonaría la carrera presidencial,El presidente estadounidense respondió preguntas de los periodistas en un intento de calmar las preocupaciones de los demócratas sobre sus perspectivas de reelección.,"El presidente de Estados Unidos, Joe Biden explicó este jueves en qué caso abandonaría la carrera presidencial, después de que un periodista le preguntara: ""Ha explicado antes la confianza en su vice… ",Spanish,https://actualidad.rt.com/actualidad/515736-biden-responde-caso-abandonaria-carrera-presidencial,1,"[0.5984574571427892, 1.6692375714286847]",1.133847514285737
OPINIÓN | El futuro de Estados Unidos está en peligro,"Al ver el debate, en muchos hogares de Estados Unidos se palpaba una sensación de pánico creciente: un temor sigiloso de que el país está en grave peligro. Y es que el debate dejó claro que el expresidente Donald Trump tiene muchas posibilidades de derrotar a…","Nota del editor: Frida Ghitis, exproductora y corresponsal de CNN, es columnista de asuntos mundiales. Es colaboradora semanal de opinión de CNN, columnista colaboradora de The Washington Post y colu… ",Spanish,https://cnnespanol.cnn.com/2024/06/28/opinion-ghitis-futuro-estados-unidos-peligro-trax/,1.5,"[0.2850288095914131, 2.228982714245152]",1.2570057619182826
"Biden parece ""completamente perdido"" detrás de su esposa horas después del desastroso debate","""Su fuerza es inquebrantable"", afirmó la primera dama en su discurso de campaña en la ciudad de Raleigh, en Carolina del Norte.","El presidente de EE.UU., Joe Biden, reapareció públicamente en un mitin de campaña este viernes tras su penoso desempeño en el primer debate presidencial frente al candidato republicano, Donald Trump… ",Spanish,https://actualidad.rt.com/actualidad/514455-biden-parece-completamente-perdido-detras-esposa,1.5,"[0.586881968017142, 2.047870819189715]",1.3173763936034284
"Así es la vida de Joe Biden: cuántos años tiene, esposa, hijos, estudios, cronología y más","Aquí te dejamos un vistazo a la vida del presidente Joe Biden.
The post Así es la vida de Joe Biden: cuántos años tiene, esposa, hijos, estudios, cronología y más appeared first on CNN.","El inesperado reencuentro que vivió Biden en Irlanda 1:23
(CNN Español) -- Aquí te dejamos un vistazo a la vida del presidente de EE.UU., Joe Biden.
Datos personales de Joe Biden
Fecha de nacimien… ",Spanish,https://cnnespanol.cnn.com/2024/06/27/asi-es-joe-biden-edad-estudios-familia-datos-trax/,1,"[0.658207975358355, 1.205075214784987]",0.931641595
Las claves de la Convención Nacional Republicana que elevará a Trump a los altares,"<![CDATA[<p>Este lunes, 15 de julio, comienza la Convención Nacional Republicana, que tendrá lugar en Milwaukee (Estados Unidos) durante tres días y deberá servir como pistoletazo de salida a la campaña oficial a las elecciones en el país, en noviembre. Todo …","Este lunes, 15 de julio, comienza la Convención Nacional Republicana, que tendrá lugar en Milwaukee (Estados Unidos) durante tres días y deberá servir como pistoletazo de salida a la campaña oficial … ",Spanish,https://www.huffingtonpost.es/global/un-tiroteo-puertas-convencion-nacional-republicana-elevara-trump-altares.html,1,"[0.4417462643859018, 1.334952241368459]",0.8883492528771804
"El MAS, de la hegemonía a la autodestrucción","El fracasado golpe de Estado ha proporcionado a Arce una ola de apoyo internacional y nacional. Sin embargo, el oxígeno extra no le durará, con una situación económica que empeora por momentos",En CTXT podemos mantener nuestra radical independencia gracias a que las suscripciones suponen el 70% de los ingresos. No aceptamos “noticias” patrocinadas y apenas tenemos publicidad. Si puedes apoy… ,Spanish,https://ctxt.es/es/20240601/Politica/46797/pablo-castano-bolivia-golpe-luis-arce-presidente-zuniga-mas-socialismo-evo-morales.htm,1.5,"[1.4840943054963738, 1.5095434167021757]",1.4968188610992748
"Donald Trump, herido leve tras un ""intento de magnicidio"" durante un mitin en Pensilvania","Poco después del ataque se confirmó la muerte de dos personas, entre ellos el responsable de los disparos.","El expresidente Donald Trump ha llegado esta medianoche a Newark (Nueva Jersey) en aparente buen estado, tras el intento de asesinato sufrido este sábado en Pensilvania. Según las imágenes de Fox New… ",Spanish,https://www.libertaddigital.com/internacional/estados-unidos/2024-07-14/donald-trump-evacuado-herido-leve-tras-un-intento-de-asesinato-durante-un-mitin-en-pensilvania-7147031/,1,"[0.4682263742340673, 1.8862893762765545]",1.177257875255311
"Políticos Gobernantes, Cumplidores con el Pueblo, o tal vez ¿ Interesados en sus Beneficios propios ?","Creo que todos sabemos de las orgullosas costumbres inglesas, que de hace siglos sus gobiernos se aprovechan de las debilidades ajenas. Biene esto a recordar un nuevo estudio sobre las personalidades de ciertos políticos, muchos de ellos, desarrol","Creo que todos sabemos de las orgullosas costumbres inglesas, que de hace siglos sus gobiernos se aprovechan de las debilidades ajenas. Biene esto a recordar un nuevo estudio sobre las personalidades… ",Spanish,https://www.elconfidencialdigital.com/articulo/opinan-socios-ecd/politicos-gobernantes-cumplidores-pueblo-tal-vez-interesados-beneficios-propios/20240715140108815551.html,2,"[1.8246572129821779, 2.292237978363037]",2.0584475956726074
El puño en alto de Trump tras el atentado refuerza su figura frente a un Biden cada día más vacilante,La campaña del demócrata elimina todos sus anuncios publicitarios y se ve obligada a cambiar su estrategia de presentar a Trump como un peligro.,"Puño en alto, rostro ensangrentado y bandera estadounidense detrás. La imagen de Donald Trumptras sobrevivir al atentado de este sábado no sólo demuestra la tensión que vive Estados Unidos, también c… ",Spanish,https://www.elespanol.com/mundo/america/20240714/puno-alto-trump-atentado-refuerza-figura-frente-biden-dia-vacilante/870412961_0.html,1.5,"[0.7258273107862898, 1.9645036135282261]",1.345165462157258
El servicio secreto de EEUU protegerá a Kennedy Jr. tras cinco negativas de los demócratas,Después de la muerte de Bobby Kennedy se aprobó una ley para que los Servicios Secretos protejan a los candidatos presidenciales y sus cónyuges.,"El intento de asesinato del expresidente y candidato republicano a la presidencia, Donald Trump, ha llevado a Estados Unidos cinco décadas atrás. Después del asesinato del fiscal general y candidato … ",Spanish,https://www.elespanol.com/mundo/america/eeuu/20240717/servicio-secreto-eeuu-protegera-kennedy-jr-negativas-democratas/870663268_0.html,1.5,"[1.2304917880527775, 1.6617049271683335]",1.4460983576105555
"La candidatura de Biden, pendiente de las encuestas: ya va por detrás en casi todos los estados clave","Biden llegó al debate por detrás en las encuestas nacionales y en los estados decisivos. Su catastrófica actuación invita a pensar en un aumento de las ventajas de Trump, todo se volverá a jugar en el ""cinturón del óxido"".","Nadie esperaba una actuación como la de Joe Biden en el debate presidencial del pasado jueves. Ante un rival al que había superado claramente en los cara a cara de 2020, el presidente estadounidense … ",Spanish,https://www.elespanol.com/mundo/america/20240629/candidatura-biden-pendiente-encuestas-va-detras-clave/866413896_0.html,1.5,"[1.0817034061030917, 2.1971609898281805]",1.639432197965636
"El debate presidencial entre Biden y Trump, en vivo: las últimas noticias sobre el cara a cara en EE.UU.",El presidente demócrata y su predecesor se verán las caras por primera vez desde 2020 y cuando faltan más de cuatro meses de las elecciones; a qué hora será y cómo se puede ver,"Casi el 75% de los estadounidenses planean ver el debate de esta noche, lo cual demuestra el alto interés que despierta el primer cara a cara entre Biden y Trump desde octubre de 2020, según una encu… ",Spanish,https://www.lanacion.com.ar/estados-unidos/el-debate-presidencial-entre-biden-y-trump-en-vivo-las-ultimas-noticias-sobre-el-cara-a-cara-en-eeuu-nid27062024/,1.5,"[0.2652737994316432, 2.240835720341014]",1.2530547598863286
Oportunidades y retos de las políticas públicas basadas en la evidencia,"Se está hablando mucho sobre Ciencia para las Políticas Públicas (Science for Policy). Pedro Sánchez ha anunciado la creación de una nueva Oficina Nacional de Asesoramiento Científico, la ministra Morant ha impulsado una convocatoria I+P para proyectos de ase…","Se está hablando mucho sobre Ciencia para las Políticas Públicas (Science for Policy). Pedro Sánchez ha anunciado la creación de una nueva Oficina Nacional de Asesoramiento Científico, la ministra Mo… ",Spanish,https://www.eldiario.es/piedrasdepapel/politicas-publicas-basadas-evidencia_132_11480179.html,1.5,"[0.8385374247263009, 1.8968775451642195]",1.3677074849452602
Biden trastabilla en el primer debate frente a Trump y desata el pánico en el Partido Demócrata,"No hubo cortesía, ni apretón de manos, ni preliminares. Solo un combate de boxeo dialéctico. Y fue Trump el que ganó el debate. No por la sustancia, sino por la óptica","No hubo cortesía, ni apretón de manos, ni preliminares. Solo un combate de boxeo dialéctico entre Joe Biden y Donald Trump. Y fue Trump el que ganó el debate. No por la sustancia, que estuvo llena de… ",Spanish,https://www.elconfidencial.com/mundo/2024-06-28/debate-joe-biden-donald-trump-elecciones-eeuu_3912740/,1.5,"[1.0042685058927, 2.3262191568455]",1.665243831
"A cuánto asciende la fortuna de Ron DeSantis, gobernador de Florida en 2024","El mandatario del “Estado del Sol” rindió cuentas y así se supo el estado de su patrimonio actual; su principal fuente de ingresos viene de la venta de su libro The Courage to Be Free: Florida’s Blueprint for America’s Revival, lanzado en 2023","En las últimas horas,Ron DeSantis fue noticia por las nuevas leyes que entraron en vigor en Florida a partir de este 1° de julio, tal como ocurrió en muchas otras regiones de Estados Unidos. Se gener… ",Spanish,https://www.lanacion.com.ar/estados-unidos/florida/a-cuanto-asciende-la-fortuna-de-ron-desantis-gobernador-de-florida-en-2024-nid02072024/,1,"[0.37858261055476206, 2.0356956490753966]",1.2071391298150793
"Analizan rasgos comunes en los políticos: narcicismo, ambición e idealismo genuino","En un nuevo estudio sobre las personalidades de los políticos, el humor, el encanto y el coraje se enumeran entre los rasgos de carácter más importantes para los líderes exitosos. Bill Jones, profesor honorario de Estudios Políticos en la Liverpool Hope Unive…","MADRID, 9 Jul. (EUROPA PRESS) - 
 En un nuevo estudio sobre las personalidades de los políticos, el humor, el encanto y el coraje se enumeran entre los rasgos de carácter más importantes para los lí… ",Spanish,https://www.infosalus.com/salud-investigacion/noticia-analizan-rasgos-comunes-politicos-narcicismo-ambicion-idealismo-genuino-20240709080446.html,1.5,"[1.3705829514876804, 1.715695080853866]",1.5431390161707732
"Debate Biden vs. Trump: quiénes son y cuánto ganan Jake Tapper y Dana Bash, los moderadores","Este jueves, se lleva a cabo el primer encuentro entre los candidatos a la presidencia de Estados Unidos; lo transmite CNN","El primer encuentro entre el actual mandatario de Estados Unidos, Joe Biden, y el expresidente del país, Donald Trump es este jueves 27 de junio. Hace unos días, CNN confirmó que los presentadores Ja… ",Spanish,https://www.lanacion.com.ar/estados-unidos/georgia/debate-biden-vs-trump-quienes-son-y-cuanto-ganan-jake-tapper-y-dana-bash-los-moderadores-nid27062024/,1,"[0.47410888611594615, 1.3155346683304323]",0.8948217772231892
Filtran un audio con una propuesta de Trump a Robert F. Kennedy: “Me encantaría que hicieras algo”,"En una conversación telefónica tras el ataque al expresidente, el magnate le ofreció un acuerdo al polémico candidato independiente, que cuenta con más del 9% de intención de voto",WASHINGTON.- Un video filtrado de un llamado entre el expresidente Donald Trump y el candidato independiente Robert F. Kennedy Jr. después del ataque del sábado mostró un intento del republicano para… ,Spanish,https://www.lanacion.com.ar/estados-unidos/filtran-un-audio-con-una-propuesta-de-trump-a-robert-f-kennedy-me-encantaria-que-hicieras-algo-nid16072024/,1,"[0.654205966243584, 1.5763233895940267]",1.1152646779188053
"Presentamos a Daniel Frédéric Ngono, traductor de la lengua francesa",Conoce a nuestro colaborador.,"Fotografía cortesía de Daniel Frédéric NGONO. Usada con autorización.
GV: ¿Qué puedes contarnos sobre ti?
DN: I was born on 18 November 1996 at Mbalmayo, department capital of Nyong and So'o in the… ",Spanish,https://es.globalvoices.org/2024/06/22/presentamos-a-daniel-frederic-ngono-traductor-de-la-lengua-francesa/,1,"[-1.7021781387334975, 2.6213068832400985]",0.4595643722533005
"Indignación en Gibraltar con la selección española por sus ""comentarios rancios"": ""La Roca es nuestra""","El Gobierno de Pedro Sánchez ha respondido a las quejas gibraltareñas pidiendo poner ""contexto"" a los cánticos, que Picardo vincula con Franco.","Entre los cánticos y proclamas lanzadas por los jugadores de la selección española en la celebración de su cuarta Eurocopa, el más comentado ha sido el coreado ""Gibraltar español"". El Gobierno del Pe… ",Spanish,https://www.libertaddigital.com/deportes/futbol/2024-07-16/indignacion-en-gibraltar-con-la-seleccion-espanola-por-sus-comentarios-rancios-la-roca-es-nuestra-7148057/,1.5,"[1.3272815426801152, 1.7878640955331413]",1.5575728191066283
Rory,"A las dos y media de la tarde el principal teatro comercial en el centro de Oxford, con más de 1.700 asientos, está a rebosar. Algunos hemos acabado en esta sesión porque la de la noche se agotó al poco de salir las entradas a la venta. Hay dos sillas en un e…","A las dos y media de la tarde el principal teatro comercial en el centro de Oxford, con más de 1.700 asientos, está a rebosar. Algunos hemos acabado en esta sesión porque la de la noche se agotó al p… ",Spanish,https://www.eldiario.es/opinion/rory_129_11479734.html,1,"[0.450729903370533, 1.9154501610491117]",1.1830900322098223
La inimaginable imprudencia de Biden y el Partido Demócrata,Biden ha prestado un gran servicio a su país. Su mandato ha sido más fructífero de lo que muchos creen. Pero el partido puede elogiar su trabajo y elegir a otra persona.,"Hay un término muy técnico para lo que ocurrió anoche en el primer debate presidencial de 2024. Se llama ""espectáculo de mierda"". Uno que podría y debería haberse evitado.Sin embargo, en mayo, el pre… ",Spanish,https://www.elespanol.com/opinion/tribunas/20240629/inimaginable-imprudencia-biden-partido-democrata/866533350_12.html,2,"[1.5326730922992375, 2.2803961446204575]",1.9065346184598475
"El nuevo Parlamento británico, el más diverso y menos elitista de su historia","Este lunes por la noche, el nuevo primer ministro británico, Keir Starmer, se reunió con los diputados de su partido tras la victoria histórica en las elecciones generales. Son tantos, 411 sin contar el speaker, que hacía falta un sitio grande. No cabían en e…","Este lunes por la noche, el nuevo primer ministro británico, Keir Starmer, se reunió con los diputados de su partido tras la victoria histórica en las elecciones generales. Son tantos, 411 sin contar… ",Spanish,https://www.eldiario.es/internacional/nuevo-parlamento-britanico-diverso-elitista-historia_1_11509062.html,1.5,"[0.8914159585217512, 2.5143067357970814]",1.7028613471594163
Marvel Solicits de septiembre de 2024: Las grapas,"Marvel Comics ya ha hecho pública la información de las novedades que tiene previsto poner a la venta durante el próximo mes de septiembre de 2024. A contniuación tienes el título, los autores, la sinopsis, la extensión y el precio de todas las grapas anuncia…","Marvel Comics ya ha hecho pública la información de las novedades que tiene previsto poner a la venta durante el próximo mes de septiembre de 2024.
A contniuación tienes el título, los autores, la s… ",Spanish,https://www.universomarvel.com/marvel-solicits-de-septiembre-de-2024-las-grapas/,1,"[0.5801129915269065, 1.699811680788489]",1.1399623361576978
Se filtra la fecha de lanzamiento y el precio de ‘EA Sports FC 25’,"EA Sports FC 24 fue la primera prueba de fuego de Electronic Arts tras romper su histórico vínculo con la FIFA, y la superó sin mayores inconvenientes. Ahora, la compañía aspira a ratificar el rumbo de su saga de juegos de fútbol de la mano de su próxima entr…","EA Sports FC 24 fue la primera prueba de fuego de Electronic Arts tras romper su histórico vínculo con la FIFA, y la superó sin mayores inconvenientes. Ahora, la compañía aspira a ratificar el rumbo … ",Spanish,http://hipertextual.com/2024/07/ea-sports-fc-25-se-filtra-fecha-de-lanzamiento-y-precio,1,"[0.3469524248678262, 2.0884126252202897]",1.217682525044058
Nuestra patética y perdedora oposición,"Cuando hablo de nuestra patética y perdedora oposición, no lo digo con ánimos de ofender: es literalmente la descripción objetiva más adecuada para referirnos al menos al PRI y al PAN. El PRD ya desapareció, si quieren nada más a nivel federal; aunque espero …","Cuando hablo de nuestra patética y perdedora oposición, no lo digo con ánimos de ofender: es literalmente la descripción objetiva más adecuada para referirnos al menos al PRI y al PAN. El PRD ya desa… ",Spanish,https://aztlan.fciencias.unam.mx/~canek/pensadero/2024/06/21/nuestra-patetica-y-perdedora-oposicion/,1.5,"[0.9644383560050791, 2.392602739991535]",1.678520547998307
"Andrea Guerrero hizo revolcón en Win Sports: nuevos periodistas, cambios de programas y despedidas","En los últimos meses se han presentado muchos cambios en el personal de Win Sports y Win Sports +, empezando por la salida del narrador Javier Fernández &apos;el cantante del Gol&a","En los últimos meses se han presentado muchos cambios en el personal de Win Sports y Win Sports +, empezando por la salida del narrador Javier Fernández 'el cantante del Gol' y después se conoció que… ",Spanish,https://www.marca.com/co/2024/07/16/66962fa122601d34708b45b7.html,1.5,"[0.5054515178329986, 2.096729089300201]",1.3010903035665997
