title,summary,text,language,link,ilr_quantized,ilr_range,ilr_regressed,translated_summary
""El Oso"", identificado como un líder clave de seguridad dentro del cartel de Sinaloa y Los Chapitos con importante participación en el 'Culiacanazo' del 2019 cuando liberaron a Ovidio Guzmán; anteriormente trabajaba para 'Los Dámaso ' que operaban en El Dorado; sitio en donde cayó abatido el pasado domingo Raúl Carrasco Lechuga 'El Chore' por lo que se especula que estos son los objetivos de los operativos realizados por el Ejército y Guardia Nacional en Sinaloa.

El 'Oso' había sido detenido previamente en octubre de 2016 por diversos delitos, incluidos narcotráfico y secuestro.

¡Sigue a Grupo Fórmula en X!",Spanish,http://www.radioformula.com.mx/nacional/2024/6/27/detienen-el-oso-en-culiacan-hombre-clave-de-los-chapitos-protector-de-ovidio-guzman-822341.html,2.0,"[1.274496112798949, 2.4353023323206306]",1.8548992225597896,"Share this articleMembers of the National Defense Secretariat and the National Guard carried out coordinated operations in Culiacán during the night of Wednesday, June 26 and early Thursday morning, resulting in the arrest of Rey David Santiago, known as ""El Oso,"" a key man for the 'Chapitos.'
Both were transferred under strict security measures to the Culiacán International Airport and later to Mexico City, where they will face charges before federal authorities.
""El Oso"" was captured in Hacienda de la Mora, while his brother was arrested in the Hidalgo neighborhood.
Who is ""El Oso""?
""El Oso"" had previously been arrested in October 2016 for various crimes, including drug trafficking and kidnapping."
Martí Batres presenta la ley del derecho al bienestar e igualdad social en CDMX ¿De qué se trata?,"Comparta este artículoEl jefe de Gobierno de la Ciudad de México, Martí Batres Guadarrama, lideró la presentación de la Ley del Derecho al Bienestar e Igualdad Social, aprobada por el Congreso local y publicada en la Gaceta Oficial de la Ciudad de México.
(...) Esta Ley es la más importante de todas las leyes, si no existiera esta Ley tendríamos una democracia institucional, pero esta Ley lo que nos dice es que nuestra democracia tiene contenido y tiene adjetivos, busca el bienestar y la igualdad social”, expresó Batres.
¿Qué establece la Ley del Derecho al Bienestar e Igualdad Social?
La Ley establece un programa especial de bienestar, un padrón unificado de beneficiarios de los programas y la coordinación con diversas instituciones, dependencias y alcaldías.
“No se trata solo de promover el desarrollo social, ni siquiera el desarrollo social más avanzado, se trata de construir un Estado de Bienestar Social.","Comparta este artículo

El jefe de Gobierno de la Ciudad de México, Martí Batres Guadarrama, lideró la presentación de la Ley del Derecho al Bienestar e Igualdad Social, aprobada por el Congreso local y publicada en la Gaceta Oficial de la Ciudad de México.

Esta nueva legislación reemplaza a la Ley de Desarrollo Social para el Distrito Federal del año 2000 y establece el Sistema General de Bienestar Social, con el objetivo de impulsar políticas públicas y proporcionar un marco normativo para que el Estado asegure el pleno disfrute de los derechos universales de la ciudadanía.

“Hoy presentamos una ley que establece entre sus objetivos fundamentales, algunos de los siguientes: garantizar el derecho al bienestar, que significa gozar de una vida digna para desarrollar las capacidades, vivir libres de pobreza y alcanzar el pleno florecimiento del desarrollo y la autonomía. Brindar herramientas a la administración pública para cumplir con la responsabilidad social del Estado. (...) Esta Ley es la más importante de todas las leyes, si no existiera esta Ley tendríamos una democracia institucional, pero esta Ley lo que nos dice es que nuestra democracia tiene contenido y tiene adjetivos, busca el bienestar y la igualdad social”, expresó Batres.

Asimismo, dijo que con esta Ley también se prioriza y se atiende el objetivo fundamental de la izquierda, que es la igualdad.

Te podría interesar CDMX Martí Batres transforma Xochimilco, inaugura mega proyecto de drenaje

Reconstrucción del tejido social

Martí Batres dijo que se busca reducir los factores que fomentan la desigualdad; revertir procesos de segregación socio-territorial; organizar la prestación de servicios públicos universales, gratuitos, accesibles, suficientes y de calidad; contribuir al ejercicio del derecho a la ciudad; fomentar la reconstrucción del tejido social; establecer criterios para la formulación anual del presupuesto en materia de bienestar; fomentar propuestas de organizaciones ciudadanas en el diseño, monitoreo y evaluación de políticas; y definir mecanismos y procedimientos que garanticen la exigibilidad de los derechos.

En el Antiguo Palacio del Ayuntamiento, Batres precisó que para alcanzar estos objetivos, la Ley establece principios como la universalidad de las políticas sociales, progresividad, no regresividad, exigibilidad, igualdad, diversidad y participación. A través de sus 82 artículos, la Ley crea mecanismos integradores de coordinación, ejecución y planeación más precisos que la legislación anterior para atender a la población prioritaria en temas fundamentales.

“Temas relacionados con pobreza, discriminación, alimentación, educación, salud, tiempo libre de calidad, servicios públicos, espacios públicos, políticas de cuidado, vivienda digna para sí y para la familia, agua potable, empleo digno, movilidad, conectividad digital. (...) Y también enumera grupos específicos de atención prioritaria para el bienestar, como los grupos de migrantes, los que son víctimas de violencia de género y familiar, personas en situación de calle, niñas, niños, adolescentes, personas mayores, personas de la población LGBTTTIQ+, personas con adicciones, personas con discapacidad y también el tema del medio ambiente”, detalló Batres.

¿Qué establece la Ley del Derecho al Bienestar e Igualdad Social?

La Ley establece un programa especial de bienestar, un padrón unificado de beneficiarios de los programas y la coordinación con diversas instituciones, dependencias y alcaldías. Estas últimas deberán coordinarse con las áreas correspondientes del Gobierno capitalino.

“Con el fin de unificar padrones de beneficiarios para evitar su duplicidad con el propósito de maximizar el impacto económico y social de los mismos, y para materializar lo anterior, deberán sujetarse a la normatividad que emita el Gobierno de la Ciudad de México. Es decir, hay articulación, pero también dirección, porque corresponde al Gobierno de la Ciudad dirigir toda la política de bienestar en todo el territorio de la capital”, explicó Batres.

Iniciativa refuerza la política social de AMLO

El mandatario capitalino afirmó que esta iniciativa refuerza la política social implementada por los gobiernos de la Cuarta Transformación, impulsada por el Presidente Andrés Manuel López Obrador, que ha disminuido la pobreza y la desigualdad.

“No se trata solo de promover el desarrollo social, ni siquiera el desarrollo social más avanzado, se trata de construir un Estado de Bienestar Social. (...) Estas transformaciones por la igualdad y el bienestar continuarán en el país con la doctora Claudia Sheinbaum y en la Ciudad de México con la licenciada Clara Brugada Molina”, concluyó Martí Batres.",Spanish,http://www.radioformula.com.mx/cdmx/2024/7/15/marti-batres-presenta-la-ley-del-derecho-al-bienestar-igualdad-social-en-cdmx-de-que-se-trata-824590.html,2.5,"[1.2501763145691092, 3.2498942112585345]",2.250035262913822,"Share this articleThe Head of Government of Mexico City, Martí Batres Guadarrama, led the presentation of the Law on the Right to Well-being and Social Equality, approved by the local Congress and published in the Official Gazette of Mexico City.
(...) This Law is the most important of all laws, if this Law did not exist we would have an institutional democracy, but this Law tells us that our democracy has content and adjectives, it seeks well-being and social equality,” said Batres.
What does the Law on the Right to Well-being and Social Equality establish?
The Law establishes a special welfare program, a unified registry of beneficiaries of the programs and coordination with various institutions, agencies and mayors.
“It is not just about promoting social development, not even the most advanced social development, it is about building a Social Welfare State."
Martí Batres presenta la ley del derecho al bienestar e igualdad social en CDMX ¿De qué se trata?,"Comparta este artículoEl jefe de Gobierno de la Ciudad de México, Martí Batres Guadarrama, lideró la presentación de la Ley del Derecho al Bienestar e Igualdad Social, aprobada por el Congreso local y publicada en la Gaceta Oficial de la Ciudad de México.
(...) Esta Ley es la más importante de todas las leyes, si no existiera esta Ley tendríamos una democracia institucional, pero esta Ley lo que nos dice es que nuestra democracia tiene contenido y tiene adjetivos, busca el bienestar y la igualdad social”, expresó Batres.
¿Qué establece la Ley del Derecho al Bienestar e Igualdad Social?
La Ley establece un programa especial de bienestar, un padrón unificado de beneficiarios de los programas y la coordinación con diversas instituciones, dependencias y alcaldías.
“No se trata solo de promover el desarrollo social, ni siquiera el desarrollo social más avanzado, se trata de construir un Estado de Bienestar Social.","Comparta este artículo

El jefe de Gobierno de la Ciudad de México, Martí Batres Guadarrama, lideró la presentación de la Ley del Derecho al Bienestar e Igualdad Social, aprobada por el Congreso local y publicada en la Gaceta Oficial de la Ciudad de México.

Esta nueva legislación reemplaza a la Ley de Desarrollo Social para el Distrito Federal del año 2000 y establece el Sistema General de Bienestar Social, con el objetivo de impulsar políticas públicas y proporcionar un marco normativo para que el Estado asegure el pleno disfrute de los derechos universales de la ciudadanía.

“Hoy presentamos una ley que establece entre sus objetivos fundamentales, algunos de los siguientes: garantizar el derecho al bienestar, que significa gozar de una vida digna para desarrollar las capacidades, vivir libres de pobreza y alcanzar el pleno florecimiento del desarrollo y la autonomía. Brindar herramientas a la administración pública para cumplir con la responsabilidad social del Estado. (...) Esta Ley es la más importante de todas las leyes, si no existiera esta Ley tendríamos una democracia institucional, pero esta Ley lo que nos dice es que nuestra democracia tiene contenido y tiene adjetivos, busca el bienestar y la igualdad social”, expresó Batres.

Asimismo, dijo que con esta Ley también se prioriza y se atiende el objetivo fundamental de la izquierda, que es la igualdad.

Te podría interesar CDMX Martí Batres transforma Xochimilco, inaugura mega proyecto de drenaje

Reconstrucción del tejido social

Martí Batres dijo que se busca reducir los factores que fomentan la desigualdad; revertir procesos de segregación socio-territorial; organizar la prestación de servicios públicos universales, gratuitos, accesibles, suficientes y de calidad; contribuir al ejercicio del derecho a la ciudad; fomentar la reconstrucción del tejido social; establecer criterios para la formulación anual del presupuesto en materia de bienestar; fomentar propuestas de organizaciones ciudadanas en el diseño, monitoreo y evaluación de políticas; y definir mecanismos y procedimientos que garanticen la exigibilidad de los derechos.

En el Antiguo Palacio del Ayuntamiento, Batres precisó que para alcanzar estos objetivos, la Ley establece principios como la universalidad de las políticas sociales, progresividad, no regresividad, exigibilidad, igualdad, diversidad y participación. A través de sus 82 artículos, la Ley crea mecanismos integradores de coordinación, ejecución y planeación más precisos que la legislación anterior para atender a la población prioritaria en temas fundamentales.

“Temas relacionados con pobreza, discriminación, alimentación, educación, salud, tiempo libre de calidad, servicios públicos, espacios públicos, políticas de cuidado, vivienda digna para sí y para la familia, agua potable, empleo digno, movilidad, conectividad digital. (...) Y también enumera grupos específicos de atención prioritaria para el bienestar, como los grupos de migrantes, los que son víctimas de violencia de género y familiar, personas en situación de calle, niñas, niños, adolescentes, personas mayores, personas de la población LGBTTTIQ+, personas con adicciones, personas con discapacidad y también el tema del medio ambiente”, detalló Batres.

¿Qué establece la Ley del Derecho al Bienestar e Igualdad Social?

La Ley establece un programa especial de bienestar, un padrón unificado de beneficiarios de los programas y la coordinación con diversas instituciones, dependencias y alcaldías. Estas últimas deberán coordinarse con las áreas correspondientes del Gobierno capitalino.

“Con el fin de unificar padrones de beneficiarios para evitar su duplicidad con el propósito de maximizar el impacto económico y social de los mismos, y para materializar lo anterior, deberán sujetarse a la normatividad que emita el Gobierno de la Ciudad de México. Es decir, hay articulación, pero también dirección, porque corresponde al Gobierno de la Ciudad dirigir toda la política de bienestar en todo el territorio de la capital”, explicó Batres.

Iniciativa refuerza la política social de AMLO

El mandatario capitalino afirmó que esta iniciativa refuerza la política social implementada por los gobiernos de la Cuarta Transformación, impulsada por el Presidente Andrés Manuel López Obrador, que ha disminuido la pobreza y la desigualdad.

“No se trata solo de promover el desarrollo social, ni siquiera el desarrollo social más avanzado, se trata de construir un Estado de Bienestar Social. (...) Estas transformaciones por la igualdad y el bienestar continuarán en el país con la doctora Claudia Sheinbaum y en la Ciudad de México con la licenciada Clara Brugada Molina”, concluyó Martí Batres.",Spanish,http://www.radioformula.com.mx/cdmx/2024/7/15/marti-batres-presenta-la-ley-del-derecho-al-bienestar-igualdad-social-en-cdmx-de-que-se-trata-824590.html,2.5,"[1.2501763145691092, 3.2498942112585345]",2.250035262913822,"Share this articleThe Head of Government of Mexico City, Martí Batres Guadarrama, led the presentation of the Law on the Right to Well-being and Social Equality, approved by the local Congress and published in the Official Gazette of Mexico City.
(...) This Law is the most important of all laws, if this Law did not exist we would have an institutional democracy, but this Law tells us that our democracy has content and adjectives, it seeks well-being and social equality,” said Batres.
What does the Law on the Right to Well-being and Social Equality establish?
The Law establishes a special welfare program, a unified registry of beneficiaries of the programs and coordination with various institutions, agencies and mayors.
“It is not just about promoting social development, not even the most advanced social development, it is about building a Social Welfare State."
¿Qué pasa con 'Seje'? Este es el estado de salud de la loba mexicana de Chapultepec que se hizo viral,"Esto se debe a que en las imágenes se puede apreciar que la loba mexicana está débil, delgada y se tambalea mientras intenta caminar.
La loba mexicana tiene 12 años de edad y, según la Sedema, ha contribuido de forma importante al Programa Binacional México-Estados Unidos para la Recuperación del Lobo Mexicano.
La Sedema indicó que una de las hijas de la loba mexicana asumió el rol dominante y aisló a su madre del resto del grupo.
Asimismo, detalló que “Seje” fue parte de los lobos mexicanos en vida silvestre y posteriormente se decidió que se reprodujera bajo el cuidado profesional en Chapultepec.
En total se ha registrado el nacimiento de 190 crías en 43 camadas de lobo mexicano como parte del Programa de Recuperación.","Comparta este artículo

Un video de la loba “Seje” en el Zoológico de Chapultepec se viralizó el fin de semana pasado en redes sociales y causó preocupación, así como varias críticas a la Secretaría de Medio Ambiente de la capital (Sedema).

Esto se debe a que en las imágenes se puede apreciar que la loba mexicana está débil, delgada y se tambalea mientras intenta caminar.

Los señalamientos al Zoológico de Chapultepec y a la Sedema provocaron que la última dependencia emitiera un comunicado en el que informó que “Seje” habita en el Centro de Conservación de la Vida Silvestre de Chapultepec.

La loba mexicana tiene 12 años de edad y, según la Sedema, ha contribuido de forma importante al Programa Binacional México-Estados Unidos para la Recuperación del Lobo Mexicano.

Te podría interesar Estados Alerta por invasión de cocodrilos en Tamaulipas: capturan y resguardan a 165 reptiles

A lo largo de su vida ha criado a 11 cachorros en el Centro y se ha apareado en dos ocasione con el macho “Rhi”, como resultado tuvo una camada de seis cachorros en 2019 y de cinco en la segunda durante 2021.

“Seje” perdió su jerarquía dominante ante su manada en los últimos días por su edad avanzada. Lo que es considerado como una conducta social normal entre animales como los lobos, quienes se disputan posiciones para recomponer las relaciones de manada.

La Sedema indicó que una de las hijas de la loba mexicana asumió el rol dominante y aisló a su madre del resto del grupo. Comportamiento que fue apreciado por algunos visitantes el sábado pasado que la vieron en el foso de seguridad. Por lo que médicos veterinarios y cuidadores la separaron del grupo para revisarla, atenderla y aplicarle el tratamiento, así como los cuidados que necesitaba.

Los veterinarios y biólogos explicaron a los visitantes lo ocurrido. “Seje” se encuentra resguardada en una zona en la que podrá recibir la atención necesaria y donde se mantiene en observación, igual que con atención permanente.

Asimismo, detalló que “Seje” fue parte de los lobos mexicanos en vida silvestre y posteriormente se decidió que se reprodujera bajo el cuidado profesional en Chapultepec. En total se ha registrado el nacimiento de 190 crías en 43 camadas de lobo mexicano como parte del Programa de Recuperación.

A pesar del comunicado que mitió la Sedema, los usuario criticaron que ""Seje"" haya sido sustraída de su hábitat natural para que se reprodujera y ahora esté en malas condiciones.

¿El lobo mexicano se extinguió?

El lobo mexicano fue considerado extinto en la década de 1970; sin embargo, se encuentra en recuperación mediante los programas que ha implementado el Gobierno de México en conjunto con la sociedad civil.

A finales ddicha década se capturaron los últimos siete ejemplares de esta especie en vida libre y así inició el programa de recuperación en cautiverio. Luego de 30 años de reproducción y a la colaboración de varias instituciones zoológicas que se sumaron ya se alcanzó la población necesaria para reintroducirlos a la vida libre.

Esta especie es considerada como probablemente extinta en el medio silvestre por la NOM 059 SEMARNAT 2010, por lo que su reproducción y liberación es de relevancia ecológica, según la Secretaría de Medio Ambiente y Recursos Naturales (Semarnat).",Spanish,http://www.radioformula.com.mx/cdmx/2024/7/15/que-pasa-con-seje-este-es-el-estado-de-salud-de-la-loba-mexicana-de-chapultepec-que-se-hizo-viral-824605.html,2.0,"[1.592703453176461, 2.2443779280941234]",1.918540690635292,"This is because in the images you can see that the Mexican wolf is weak, thin and staggers while trying to walk.
The Mexican wolf is 12 years old and, according to Sedema, has contributed significantly to the Mexico-United States Binational Program for the Recovery of the Mexican Wolf.
Sedema indicated that one of the daughters of the Mexican wolf assumed the dominant role and isolated her mother from the rest of the group.
Likewise, it detailed that ""Seje"" was part of the Mexican wolves in the wild and later it was decided that she would reproduce under professional care in Chapultepec.
In total, the birth of 190 pups in 43 litters of Mexican wolves has been recorded as part of the Recovery Program."
¿Qué pasa con 'Seje'? Este es el estado de salud de la loba mexicana de Chapultepec que se hizo viral,"Esto se debe a que en las imágenes se puede apreciar que la loba mexicana está débil, delgada y se tambalea mientras intenta caminar.
La loba mexicana tiene 12 años de edad y, según la Sedema, ha contribuido de forma importante al Programa Binacional México-Estados Unidos para la Recuperación del Lobo Mexicano.
La Sedema indicó que una de las hijas de la loba mexicana asumió el rol dominante y aisló a su madre del resto del grupo.
Asimismo, detalló que “Seje” fue parte de los lobos mexicanos en vida silvestre y posteriormente se decidió que se reprodujera bajo el cuidado profesional en Chapultepec.
En total se ha registrado el nacimiento de 190 crías en 43 camadas de lobo mexicano como parte del Programa de Recuperación.","Comparta este artículo

Un video de la loba “Seje” en el Zoológico de Chapultepec se viralizó el fin de semana pasado en redes sociales y causó preocupación, así como varias críticas a la Secretaría de Medio Ambiente de la capital (Sedema).

Esto se debe a que en las imágenes se puede apreciar que la loba mexicana está débil, delgada y se tambalea mientras intenta caminar.

Los señalamientos al Zoológico de Chapultepec y a la Sedema provocaron que la última dependencia emitiera un comunicado en el que informó que “Seje” habita en el Centro de Conservación de la Vida Silvestre de Chapultepec.

La loba mexicana tiene 12 años de edad y, según la Sedema, ha contribuido de forma importante al Programa Binacional México-Estados Unidos para la Recuperación del Lobo Mexicano.

Te podría interesar Estados Alerta por invasión de cocodrilos en Tamaulipas: capturan y resguardan a 165 reptiles

A lo largo de su vida ha criado a 11 cachorros en el Centro y se ha apareado en dos ocasione con el macho “Rhi”, como resultado tuvo una camada de seis cachorros en 2019 y de cinco en la segunda durante 2021.

“Seje” perdió su jerarquía dominante ante su manada en los últimos días por su edad avanzada. Lo que es considerado como una conducta social normal entre animales como los lobos, quienes se disputan posiciones para recomponer las relaciones de manada.

La Sedema indicó que una de las hijas de la loba mexicana asumió el rol dominante y aisló a su madre del resto del grupo. Comportamiento que fue apreciado por algunos visitantes el sábado pasado que la vieron en el foso de seguridad. Por lo que médicos veterinarios y cuidadores la separaron del grupo para revisarla, atenderla y aplicarle el tratamiento, así como los cuidados que necesitaba.

Los veterinarios y biólogos explicaron a los visitantes lo ocurrido. “Seje” se encuentra resguardada en una zona en la que podrá recibir la atención necesaria y donde se mantiene en observación, igual que con atención permanente.

Asimismo, detalló que “Seje” fue parte de los lobos mexicanos en vida silvestre y posteriormente se decidió que se reprodujera bajo el cuidado profesional en Chapultepec. En total se ha registrado el nacimiento de 190 crías en 43 camadas de lobo mexicano como parte del Programa de Recuperación.

A pesar del comunicado que mitió la Sedema, los usuario criticaron que ""Seje"" haya sido sustraída de su hábitat natural para que se reprodujera y ahora esté en malas condiciones.

¿El lobo mexicano se extinguió?

El lobo mexicano fue considerado extinto en la década de 1970; sin embargo, se encuentra en recuperación mediante los programas que ha implementado el Gobierno de México en conjunto con la sociedad civil.

A finales ddicha década se capturaron los últimos siete ejemplares de esta especie en vida libre y así inició el programa de recuperación en cautiverio. Luego de 30 años de reproducción y a la colaboración de varias instituciones zoológicas que se sumaron ya se alcanzó la población necesaria para reintroducirlos a la vida libre.

Esta especie es considerada como probablemente extinta en el medio silvestre por la NOM 059 SEMARNAT 2010, por lo que su reproducción y liberación es de relevancia ecológica, según la Secretaría de Medio Ambiente y Recursos Naturales (Semarnat).",Spanish,http://www.radioformula.com.mx/cdmx/2024/7/15/que-pasa-con-seje-este-es-el-estado-de-salud-de-la-loba-mexicana-de-chapultepec-que-se-hizo-viral-824605.html,2.0,"[1.592703453176461, 2.2443779280941234]",1.918540690635292,"This is because in the images you can see that the Mexican wolf is weak, thin and staggers while trying to walk.
The Mexican wolf is 12 years old and, according to Sedema, has contributed significantly to the Mexico-United States Binational Program for the Recovery of the Mexican Wolf.
Sedema indicated that one of the daughters of the Mexican wolf assumed the dominant role and isolated her mother from the rest of the group.
Likewise, it detailed that ""Seje"" was part of the Mexican wolves in the wild and later it was decided that she would reproduce under professional care in Chapultepec.
In total, the birth of 190 pups in 43 litters of Mexican wolves has been recorded as part of the Recovery Program."
Hablando de Six Flags… Estas son las sanciones en CDMX para quienes derriben árboles,"Comparta este artículoEn la alcaldía Tlalpan de la Ciudad de México, el parque de diversiones Six Flags quiere tener nuevas sus atracciones, lo que provocaría el derribo de al menos 150 árboles, lo que está penalizado en la capital.
Las sanciones monetarias van desde los 54 mil hasta los 216 mil pesos, debido a que el valor de la Unidad de Medida y Actualización (UMA) es de 108.57 pesos este 2024.
Alcaldía Tlalpan rechaza expansión de Six FlagsA través de una tarjeta informativa, la alcaldía Tlalpan indicó que no ha habido ningún acercamiento por parte de Six Flags para notificarle sobre el levantamiento de la nueva atracción, así como del posible derribo de más de 100 árboles de la demarcación.
Por su parte, Alfa González, alcaldesa de dicha demarcación, externó su descontento ante la encuesta que Six Flags y Secretaría del Medio Ambiente de la CDMX realizaron para conocer el sentir de los tlalpenses.
Six Flags quiere construir un juego Roller Coaster Tipo A, es decir, una montaña rusa en donde se encuentra una atracción alisiva a Aquaman, en la zona ""Hollywood"", debido a que es el área más atractiva y porque se busca disminuir el impacto ambiental.","Comparta este artículo

En la alcaldía Tlalpan de la Ciudad de México, el parque de diversiones Six Flags quiere tener nuevas sus atracciones, lo que provocaría el derribo de al menos 150 árboles, lo que está penalizado en la capital.

La Norma Ambiental para el Distrito Federal, actual Ciudad de México, NADF-001-RNAT-2015 define “derribo” al “corte de un árbol desde la base, vivo o muerto”, sin embargo, esta definición podría considerarse como incompleta, puesto que el derribo puede consistir en la eliminación total o parcial del tronco.

De acuerdo con el artículo 345 Bis del Código Penal del Distrito Federal, se le impondrán de tres meses a cinco años de prisión y de 500 a 2 mil días multa, al que ilícitamente derribe, tale u ocasione la muerte de uno o más árboles.

Las sanciones monetarias van desde los 54 mil hasta los 216 mil pesos, debido a que el valor de la Unidad de Medida y Actualización (UMA) es de 108.57 pesos este 2024.

Te podría interesar MEDIO AMBIENTE Six Flags: así es el nuevo juego que quiere construir... tirando 150 árboles en Tlalpan

“Las penas previstas en este artículo se duplicarán cuando uno a más de las conductas descritas se desarrollen en un área natural protegida o área de valor ambiental de competencia del Distrito Federal (actual Ciudad de México), de conformidad con las disposiciones jurídicas aplicables”, se lee en la normativa.

Asimismo, se señala que cuando el derribo de uno o más árboles se dé bajo el amparo o a beneficio de una persona moral, a esta se le impondrá la consecuencia jurídica accesoria consistente en la prohibición de realizar determinados negocios u operaciones hasta por 5 años, independientemente de la responsabilidad en que hubieren incurrido las personas físicas por el delito cometido.

Alcaldía Tlalpan rechaza expansión de Six Flags

A través de una tarjeta informativa, la alcaldía Tlalpan indicó que no ha habido ningún acercamiento por parte de Six Flags para notificarle sobre el levantamiento de la nueva atracción, así como del posible derribo de más de 100 árboles de la demarcación.

Por su parte, Alfa González, alcaldesa de dicha demarcación, externó su descontento ante la encuesta que Six Flags y Secretaría del Medio Ambiente de la CDMX realizaron para conocer el sentir de los tlalpenses.

""Nos pronunciamos en contra de la consulta vecinal que la Secretaría de Medio Ambiente, y el propio parque de diversiones realizan desde el 13 hasta el martes 16 de julio, toda vez que es parcial, no informa claramente, pero sobre todo no pregunta si las y los tlalpenses están dispuestos a perder una parte del bosque"", indicó la alcaldesa en su cuenta de X, antes Twitter.

Six Flags quiere construir un juego Roller Coaster Tipo A, es decir, una montaña rusa en donde se encuentra una atracción alisiva a Aquaman, en la zona ""Hollywood"", debido a que es el área más atractiva y porque se busca disminuir el impacto ambiental.",Spanish,http://www.radioformula.com.mx/cdmx/2024/7/15/hablando-de-six-flags-estas-son-las-sanciones-en-cdmx-para-quienes-derriben-arboles-824582.html,2.0,"[1.8840720076943134, 2.1932133205094777]",2.0386426641018955,"Share this articleIn the Tlalpan municipality of Mexico City, the Six Flags amusement park wants to have new attractions, which would cause the felling of at least 150 trees, which is penalized in the capital.
Monetary sanctions range from 54 thousand to 216 thousand pesos, because the value of the Measurement and Update Unit (UMA) is 108.57 pesos this 2024.
Tlalpan Mayor's Office rejects Six Flags expansionThrough an information card, the Tlalpan mayor's office indicated that there has been no approach from Six Flags to notify it about the removal of the new attraction, as well as the possible felling of more than 100 trees in the demarcation.
For her part, Alfa González, mayor of the district, expressed her discontent with the survey that Six Flags and the Mexico City Department of the Environment conducted to find out the opinions of the people of Tlalpan.
Six Flags wants to build a Roller Coaster Type A game, that is, a roller coaster where there is an attraction related to Aquaman, in the ""Hollywood"" area, because it is the most attractive area and because they want to reduce the environmental impact."
