title,summary,text,language,link,ilr_quantized,ilr_range,ilr_regressed
"Steam : deux jeux gratuits dont un excellent, mais dépêchez-vous","Sur Steam, le week-end n'est pas encore tout à fait terminé, et les offres de jeux gratuits associées sont encore disponibles pendant encore quelques heures.","Sur Steam, le week-end n'est pas encore tout à fait terminé, et les offres de jeux gratuits associées sont encore disponibles pendant encore quelques heures.C'est donc votre dernière chance d'essayer… ",,https://www.gameblog.fr/jeu-video/ed/news/steam-jeux-gratuits-derniere-chance-577187,1.0,"[0.901404722439886, 1.16432546260019]",1.032865092520038
DOSSIER. Marketing de réseau : arnaque ou bonne affaire ?,"Vous les avez forcément déjà vues passer, sur les réseaux sociaux : ces propositions de jobs pour renflouer votre porte-monnaie et travailler quand vous voulez, le tout, depuis votre smartphone. Ces offres, c’est du MLM,...","Vous les avez forcément déjà vues passer, sur les réseaux sociaux : ces propositions de jobs pour renflouer votre porte-monnaie et travailler quand vous voulez, le tout, depuis votre smartphone. Ces … ",,https://france3-regions.francetvinfo.fr/normandie/seine-maritime/dossier-marketing-de-reseau-arnaque-ou-bonne-affaire-2997260.html,1.0,"[0.9619555698890716, 1.022826658066557]",0.9923911139778144
"Le stage hors études, un système bien rodé qui fragilise l’insertion professionnelle des jeunes diplômés","Face à la difficulté de trouver un premier emploi stable, de nombreux jeunes diplômés s’inscrivent à des formations « fantômes » afin d’obtenir des conventions de stage hors études. Un système à la limite de la légalité, dont profitent les employeurs.","MAYEULE GUESPEREAU
Lorsque saffiche sur LinkedIn une offre de stage lui proposant de travailler « au service com » dun club de sport professionnel, Hugo (le prénom a été modifié), 21 ans, saute de j… ",,https://www.lemonde.fr/campus/article/2024/07/18/le-stage-hors-etudes-un-systeme-bien-rode-qui-fragilise-l-insertion-professionnelle-des-jeunes-diplomes_6252041_4401467.html,1.5,"[1.255287704213118, 1.6468273774721292]",1.4510575408426236
Tour de France 2024 : le résumé de la deuxième victoire de Biniam Girmay lors de la 8e étape,"Le sprinteur érythréen s’est imposé à nouveau dans le Tour 2024, lors de la 8e étape, samedi, à Colombey-les-Deux-Eglises (Haute-Marne). Il devance le Belge Jasper Philipsen et conforte son maillot vert.","Le maillot vert Biniam Girmay sest imposé à Colombey-les-Deux-Eglises lors de la huitième étape du Tour de France 2024, le 6 juillet 2024. JEROME DELAY / AP
Après être devenu le premier Africain noi… ",,https://www.lemonde.fr/sport/article/2024/07/06/tour-de-france-2024-le-resume-de-la-deuxieme-victoire-de-biniam-girmay-lors-de-la-8e-etape_6247398_3242.html,1.0,"[0.7770698920110073, 1.3715501799816545]",1.074310035996331
Tour de France 2024 : le résumé de la victoire de Tadej Pogacar lors de la 14e étape,"Le Slovène a conforté son maillot jaune en remportant en solitaire la 14e étape du Tour de France, entre Pau (Pyrénées-Atlantiques) et Saint-Lary-Soulan (Hautes-Pyrénées), samedi 13 juillet.","Le Slovène Tadej Pogacar sest imposé lors de la 14e étape du Tour de France 2024, le 13 juillet 2024. BERNARD PAPON / AP
Dans le duel qui oppose Tadej Pogacar à Jonas Vingegaard depuis plusieurs sai… ",,https://www.lemonde.fr/sport/article/2024/07/13/tour-de-france-2024-le-resume-de-la-victoire-de-tadej-pogacar-lors-de-la-14e-etape_6249685_3242.html,1.0,"[0.8510961552294924, 1.2481730746175126]",1.0496346149235023
Tour de France 2024 : le résumé de la victoire de Richard Carapaz lors de la 17ᵉ étape,"L’Equatorien s’est imposé en solitaire, mercredi 17 juillet, devant Simon Yates, à SuperDévoluy. C’est la première victoire d’étape sur la Grande Boucle pour le champion olympique sur route de Tokyo.","Richard Carapaz sest imposé en solitaire lors de la 17e étape du Tour de France 2024, à Superdevoluy (Hautes-Alpes), le 17 juillet 2024. STEPHANE MAHE / REUTERS
Après le duel Tadej Pogacar-Jonas Vin… ",,https://www.lemonde.fr/sport/article/2024/07/17/tour-de-france-2024-le-resume-de-la-victoire-de-richard-carapaz-lors-de-la-17e-etape_6251635_3242.html,1.0,"[0.3765852965039693, 2.039024505826718]",1.2078049011653436
"Tour de France 2024 : à SuperDévoluy, un super Richard Carapaz devant les autres","L’Equatorien de la formation EF Education-EasyPost, champion olympique en titre, remporte la 17e étape entre Saint-Paul-Trois-Châteaux, dans la Drôme, et le massif haut-alpin.","Depuis létape des chemins blancs de Troyes et la victoire du Français Anthony Turgis, une éternité, le peloton navait pas laissé une échappée aller au bout. A SuperDévoluy (Hautes-Alpes), territoire … ",,https://www.liberation.fr/sports/cyclisme/tour-de-france-2024-a-superdevoluy-un-super-richard-carapaz-devant-les-autres-20240717_EPRJNLMO5RC73LSBFBBSCUWMFY/,1.5,"[0.6365641949046372, 2.0180614830572177]",1.3273128389809274
« Nos employeurs considèrent que l’anglais est un acquis pour notre génération » : le retour gagnant des séjours linguistiques,"Chaque année, des milliers de jeunes français s’offrent un séjour pour apprendre une langue, l’anglais le plus souvent. Une pratique onéreuse et primordiale pour réussir leurs études et leur entrée dans le monde du travail, où ils devront impérativement maîtr…","MARINE COUTROUTSIOS
Maxime Coudert ne parle plus un anglais de « galérien ». Il vient de poser ses valises sur le sol français après cinq mois à Toronto. Diplômé en communication éditoriale, le jeun… ",,https://www.lemonde.fr/campus/article/2024/07/10/nos-employeurs-considerent-que-l-anglais-est-un-acquis-pour-notre-generation-le-retour-gagnant-des-sejours-linguistiques_6248286_4401467.html,1.5,"[1.193568736523397, 2.010718772461005]",1.602143754492201
Le «M. Education» du RN estime que Najat Vallaud-Belkacem n’aurait jamais dû être ministre car elle est Franco-Marocaine,"Pour Roger Chudeau, spécialiste des questions d’éduction pour le parti d’extrême droite, les postes ministériels ne peuvent pas être confiés à des double nationaux. Dans son viseur, l’ancienne ministre Najat Vallaud-Belkacem.","Extrait de Chez Pol, notre newsletter politique réservée à nos abonnés: découvrez-la gratuitement.
Certains prétendent que le RN a changé et cest étonnant car il suffit de tendre loreille pour saper… ",,https://www.liberation.fr/politique/le-m-education-du-rn-estime-que-najat-vallaud-belkacem-naurait-jamais-du-etre-ministre-car-elle-est-franco-marocaine-20240628_5M4ANXRE7ZGSVFSJD7ZX375TTA/,1.5,"[0.35242822124892914, 2.1885430672506425]",1.2704856442497858
Education : la désaffection du métier d'enseignant en chiffres,"La crise de recrutement se poursuit dans l’Education nationale : selon les chiffres du ministère, sur 27 000 postes ouverts en 2024, plus de 3 000 n’ont pas été pourvus.","Plus de 3 000 postes nont pas été pourvus cette année aux concours enseignants du public et du privé, selon des chiffres publiés lundi 9 juillet par le ministère de lEducation, confirmant une crise p… ",,https://www.lexpress.fr/societe/education/education-la-desaffection-du-metier-denseignant-en-chiffres-AZCVMYJWNJEETEMASMKMQSJMBM/,1.0,"[0.39646414738211266, 2.005893087696479]",1.2011786175392958
