title,summary,text,language,link,ilr_quantized,ilr_range,ilr_regressed
Focus sur Star Wars Outlaws en vidéo,"Après une petite dizaine d’années à être exclusif aux studios de chez Electronic Arts, la licence Star Wars s’ouvre à nouveau à d’autres développeurs. Ubisoft sera le premier à proposer son propre jeu Star Wars, “Outlaws” sera un véritable monde ouvert dans c…","Après une petite dizaine dannées à être exclusif aux studios de chez Electronic Arts, la licence Star Wars souvre à nouveau à dautres développeurs. Ubisoft sera le premier à proposer son propre jeu S… ",,https://geeko.lesoir.be/2024/07/09/focus-sur-star-wars-outlaws-en-video/,1.5,"[1.2859478737457417, 1.628431275752555]",1.4571895747491483
Nos douze Toutes dernières nouvelles Machines À Thunes Abusives À l’exclusion de Téléchargement De 2024,Satisfait Astuces De Encaisser À une Accessoire Vers Avec Golden Goddess Laquelle Ressemblent Les Emblèmes Véritablement Attributaires Dans Une telle Appareil Pour Dessous 88 Performances? Les Appliquons Non payants? Il faut juste Le Prendre! Distraire Í  tou…,"S’il existe beaucoup de machine à avec présentés, Zorro se démarque avec ce antienne hospitalier, le gameplay accordé et ses réceptives désaccord bonus. Confrontée pour plusieurs autres slots, une te… ",,https://www.bloguismo.com/nos-douze-toutes-dernieres-nouvelles-machines-a-thunes-abusives-a-lexclusion-de-telechargement-de-2024/,1.5,"[0.32270445154338834, 2.206377329073967]",1.2645408903086777
Studios de la Victorine : « Une campagne de recrutement sera lancée en septembre sur les effets spéciaux »,"Nouveau concessionnaire des studios niçois de la Victorine, le groupement Victorine Studios, associé à la CCI de Nice, exploitera le site sur 35 ans et prévoit un investissement de 37,5 millions d’euros pour l’intégrer aux ambitions nationales sur la modernis…","A la suite de l'appel d'offres lancé en juin 2022 par la Ville de Nice, propriétaire du foncier et qui avait repris les studios de la Victorine en régie depuis 2017, l'aménagement et l'exploitation d… ",,https://region-sud.latribune.fr/entreprises-finance/2024-07-12/studios-de-la-victorine-une-campagne-de-recrutement-sera-lancee-en-septembre-sur-les-effets-speciaux-1002143.html,1.0,"[0.8881774746496953, 1.0670935152101828]",0.9776354949299392
Voici les 7 romans à mettre dans votre valise cet été,"Il est l'heure de faire sa valise et d'emporter quelques bouquins. Fantasy, science-fiction et fantastique, voici les sept livres à dévorer cette année.","L’été pointe le bout de son nez et les dévoreurs de livres s’interrogent déjà sur les ouvrages qu’ils vont emporter dans leurs lieux de villégiature. Chaque année, c’est la même rengaine, il faut fai… ",,https://www.journaldugeek.com/dossier/voici-les-7-romans-a-mettre-dans-votre-valise-cet-ete/,1.0,"[0.37895840117217805, 2.0350693313797033]",1.2070138662759409
News - Forever Entertainment SA pour Donkey Kong Country Returns HD (Switch),"Le remake du jeu Wii a fait son petit effet hier lors du Nintendo Direct. Mais après avoir déjà acquis Tropical Freeze sur Switch, ce nouveau portage a-t-il suffisamment d'intérêt pour les fans de Kong ? Voici pour commencer quelques comparaisons graphiques.","Le remake du jeu Wii a fait son petit effet hier lors du Nintendo Direct. Mais après avoir déjà acquis Tropical Freeze sur Switch, ce nouveau portage a-t-il suffisamment d'intérêt pour les fans de Ko… ",,https://www.p-nintendo.com/news/quelques-comparaisons-graphiques-pour-donkey-kong-country-returns-hd-261462,1.5,"[1.3439486195068264, 1.7600856341552893]",1.552017126831058
News - [Nintendo Direct] Focus Entertainment annonce MIO: Memories In Orbit pour 2025 (Switch),"Qui a dit que la Nintendo Switch n’accueillait que des remakes ? Focus Home Entertainement nous propose de découvrir MIO: Memories In Orbit, un nouveau jeu à la direction artistique originale qui nous séduit déjà !","Nombreux sont ceux qui ne seront pas passés à côté dune annonce pour le moins intrigante en la personne de MIO: Memories In Orbit. Le trailer nous présente le parcours de Mio, un androïde armé dun gr… ",,https://www.p-nintendo.com/news/nintendo-direct-focus-entertainment-annonce-mio-memories-in-orbit-pour-2025-261443,1.5,"[0.8796721962106995, 2.5338796729821675]",1.7067759345964335
"Ultime bafouille - Embracer : l'intelligence artificielle jusque dans les ressources humaines, un projet d'avenir ?","Dans son nouveau rapport annuel aux investisseurs, disposé sur une belle maquette chatoyante, Embracer suit le sens de l'Histoire en vantant les mérites de l'intelligence artificielle comme grand fourre-tout pouvant améliorer les productions, aider à gérer le…","D'abord, clarifions un point : l'intelligence artificielle, telle qu'on y fourre aujourd'hui tout ce qu'on appelait précédemment machine learning, regroupe énormément d'outils déjà utilisés auparavan… ",,https://www.gamekult.com/actualite/embracer-l-intelligence-artificielle-jusque-dans-les-ressources-humaines-un-projet-d-avenir-3050859015.html,1.5,"[1.4001117287926954, 1.5599329627243828]",1.480022345758539
L’électroencéphalogramme a 100 ans : comment cette technologie a changé la science,Voilà déjà un siècle que l'EEG a été inventé ; une technologie qui a transformé en profondeur la médecine et les neurosciences.,"On attribue l’invention de l’EEG à Richard Caton, un médecin britannique qui l’a conçu en 1875. Ce dernier a utilisé un galvanomètre pour mesurer les signaux provenant du cortex cérébral exposé d’ani… ",,https://www.presse-citron.net/lelectroencephalogramme-a-100-ans-comment-cette-technologie-a-change-la-science/,1.5,"[0.7726554626082356, 2.7122408956529407]",1.742448179130588
"Les forêts, ces alliées insoupçonnées de votre santé, c’est la science qui le dit","Anxiété, stress, pensées invasives : on s'en passerait volontiers. Plusieurs études scientifiques ont prouvé que les forêts pourraient justement nous en préserver.","L’influence bénéfique de la nature sur notre santé mentale n’est plus à prouver. Plus particulièrement, le fait se mettre volontairement en contact avec la forêt favorise l’épanouissement de notre éq… ",,https://www.presse-citron.net/les-forets-ces-alliees-insoupconnees-de-votre-sante-cest-la-science-qui-le-dit/,1.5,"[0.882835527764315, 1.870298683341411]",1.376567105552863
"Malgré l’ingéniosité des chercheurs, les moustiques sont à l’offensive","Pas facile, même avec toutes les ressources de la science moderne, de lutter contre des insectes prolifiques et remarquablement adaptables.","PlusieursPlusieurs espèces de moustiques sont en expansion en Europe, alertait solennellement le 11 juin le Centre européen pour la prévention et le contrôle des maladies (ECDC), publiant à lappui un… ",,https://www.mediapart.fr/journal/culture-et-idees/060724/malgre-l-ingeniosite-des-chercheurs-les-moustiques-sont-l-offensive,1.5,"[0.9261245029649183, 2.456459161725136]",1.6912918323450272
Pourquoi il faut lire de la science-fiction,"Dans l'épisode du Meilleur des mondes du 21 juin, sur France Culture, la chronique Numerama est dédiée aux bienfaits politiques de la science-fiction. La science-fiction est l’outil démocratique dont on a besoin. Pour vous le prouver, j’ai une affirmation qui…","Dans l’épisode du Meilleur des mondes du 21 juin, sur France Culture, la chronique Numerama est dédiée aux bienfaits politiques de la science-fiction.
La science-fiction est loutil démocratique dont… ",,https://www.numerama.com/pop-culture/1768620-pourquoi-il-faut-lire-de-la-science-fiction.html,1.5,"[0.9548761013932898, 2.4085398310111836]",1.6817079662022367
