title,summary,text,language,link,ilr_quantized,ilr_range,ilr_regressed
Voici le premier ordinateur portable à double écran à 360 degrés au monde,"Aperçu lors du Computex 2024, l'Acemagic X1 est le premier ordinateur portable doté d'un double écran à 360 degrés. Son fabricant vient de confirmer sa fiche technique.","Les ordinateurs portables à double écran n’en sont qu’à leurs balbutiements, mais ils suscitent déjà l’attention du public. Les fabricants se ruent sur ce format et les modèles s’enchaînent, comme ch… ",,https://www.journaldugeek.com/2024/07/05/voici-le-premier-ordinateur-portable-a-double-ecran-a-360-degres-au-monde/,1.0,"[0.6197312646696611, 1.6337812255505648]",1.126756245110113
"Les 2 choses à savoir sur Noplace, le nouveau réseau social qui cartonne","Ces derniers jours, un nouveau réseau social fait le buzz : Noplace. Il s’agit d’un mélange de MySpace et de vieux Twitter, qui propose des fils d’actualités sans algorithmes.","Régulièrement, de nouvelles plateformes émergent pour rivaliser avec Facebook, TikTok, X, et les autres réseaux sociaux connus. Et ces derniers jours, une nouvelle application baptisée Noplace a fait… ",,https://www.presse-citron.net/les-2-choses-a-savoir-sur-noplace-le-nouveau-reseau-social-qui-cartonne/,1.0,"[0.3100847831475386, 2.1498586947541023]",1.2299717389508205
"Startups, rejoignez ce Cluster Innovation dédié au Web3 et à l’IA !",Un appel à projets est lancé par la Technopole de l’Aube en Champagne jusqu’en septembre 2024.,"Vous êtes entrepreneur, et votre startup évolue dans les secteurs du Web3 ou de lIA ? Ce qui suit devrait vous intéresser. La Technopole de lAube en Champagne lance un appel à projets pour rejoindre … ",,https://www.presse-citron.net/startups-rejoignez-ce-cluster-innovation-dedie-au-web3-et-a-lia/,1.0,"[0.8407007208379449, 1.095579567497233]",0.968140144167589
L’intelligence artificielle au service de la prospection BtoB,"La prospection BtoB (Business to Business) est cruciale pour toute entreprise visant à développer ses relations commerciales avec d'autres entreprises. Historiquement, cette prospection reposait sur des méthodes comme les appels à froid, les salons profession…","La prospection BtoB (Business to Business) est cruciale pour toute entreprise visant à développer ses relations commerciales avec d’autres entreprises. Historiquement, cette prospection reposait sur … ",,https://www.webmarketing-com.com/2024/06/25/1731146-intelligence-artificielle-au-service-prospection-btob,1.5,"[1.0875258691011433, 1.747484478539314]",1.417505173820229
"Qui est Swaive, la jeune fintech qui veut vous aider à mieux placer votre argent ?",La start-up tricolore va lancer une plateforme pour faciliter les placements sans risque des Français.,"Avant même le lancement de son premier produit, la start-up Swaive annonce une levée de 2,2 millions deuros. Son objectif : accompagner les Français pour leur permettre de transférer leur argent vers… ",,https://www.presse-citron.net/qui-est-swaive-la-jeune-fintech-qui-veut-vous-aider-a-mieux-placer-votre-argent/,1.0,"[0.733359408807325, 1.444400985321125]",1.088880197064225
"Temu, Shein, AliExpress : l’Europe envisage une décision drastique pour augmenter (encore) les prix",La Commission européenne veut durcir encore le ton concernant les produits vendus et expédiés par les plateformes chinoises.,"C’est une décision qui risque de ne pas faire l’unanimité chez les géants de la vente en ligne. Ce week-end, la Commission européenne a annoncé qu’elle envisageait de supprimer l’exemption de droits … ",,https://www.journaldugeek.com/2024/07/08/temu-shein-aliexpress-leurope-envisage-une-decision-drastique-pour-augmenter-encore-les-prix/,1.5,"[0.4091903292719943, 2.1544858024368034]",1.2818380658543989
"Gladiator 2 : une bande-annonce avec du sang, du sable et des requins","Si on nous avait dit, il y a encore plusieurs années, qu'on aurait envie de voir un film intitulé Gladiator 2. Mais Ridley Scott vient de nous prouver, en une bande-annonce, qu'il y avait encore des choses à raconter et surtout... à montrer.","Si son House of Gucci et son Napoléon avaient pu nous pousser à croire que la grande époque de Ridley Scott était définitivement derrière lui, il ne faut jamais sous-estimer le bonhomme et, surtout, … ",,https://www.journaldugeek.com/2024/07/09/gladiator-2-une-bande-annonce-avec-du-sang-du-sable-et-des-requins/,2.0,"[1.958894138095915, 2.024663517142451]",1.991778827619183
Teams : Microsoft épinglé par l’UE pour des pratiques anticoncurrentielles,La Commission européenne estime que Teams aurait bénéficié d'un avantage compétitif illégitime par rapport à ses concurrents à cause de son intégration aux suites Office 365 et Microsoft 365.,"Les institutions européennes ont accusé Microsoft davoir dérogé aux règles sur la concurrence en intégrant son environnement de travail collaboratif Teams aux abonnements Office 365 et Microsoft 365,… ",,https://www.journaldugeek.com/2024/06/26/teams-microsoft-epingle-par-lue-pour-des-pratiques-anticoncurrentielles/,1.5,"[0.5510208339600817, 2.069387499623951]",1.3102041667920163
"De plus en plus populaires, les échecs ont aussi leur côté obscur","Les échecs n’ont jamais connu un tel succès, notamment en ligne. Mais Internet amplifie le sexisme, l’élitisme et l’inclination à la triche de certains joueurs. Rob Price, un journaliste du site américain “Business Insider”, a voulu savoir si le jeu n’était p…","Il y a quelque chose de particulièrement désespérant à faire de son mieux, à sentraîner sans relâche des mois durant, pour se faire battre à plate couture par un petit bonhomme de 6 ans. En décembre … ",,https://www.courrierinternational.com/article/enquete-de-plus-en-plus-populaires-les-echecs-ont-aussi-leur-cote-obscur,1.0,"[0.28149070781381, 2.1975154869769833]",1.2395030973953969
Comment Google My Business influence les SERPs locales en 2024,Partagez l'article Partagez sur vos réseaux Ou copiez l'adresse Copier Copié Publier un commentaire Articles complémentaires : Étude : les critères de positionnement les plus importants pour les recherches locales Par Johan Sellitto 31 Mar 2023 · 7 minutes de…,"Ces derniers mois, suite aux différentes mises à jour de Google, Stéphane Madaleno et Adrian Delmarre, fondateurs d'Haloscan, ont observé des comportements atypiques sur les SERPs locales. Leur spéci… ",,https://www.abondance.com/20240626-576444-google-my-business-influence-serps-locales-2024.html,1.0,"[0.8243145460362422, 1.2928090899395963]",1.0585618179879193
