title,summary,text,language,link,ilr_quantized,ilr_range,ilr_regressed
Les vertus cachées des jeux vidéo pour les enfants,"Vous voyez avec inquiétude votre ado prendre plaisir à rester planté devant un écran pour s'évader dans des mondes fictifs de guerre, de science-fiction ou de fantasy ? Pas de panique ! Une récente étude de l'Unicef pourrait faire valdinguer vos idées reçues …",Les éditeurs de jeux vidéo ont la capacité et la responsabilité de soutenir le bien-être des enfants à travers les jeux qu'ils produisent. C'est ce que démontrent les résultats du rapport « Digital t… ,,https://www.futura-sciences.com/sante/actualites/enfant-vertus-cachees-jeux-video-enfants-114203/,1.0,"[0.4410102657281465, 1.9316495571197558]",1.1863299114239512
"Ces sondages qui disent n’importe quoi, les “surf pools” du désert et les sites en procès","Les chiffres étaient consternants. Selon une enquête effectuée par The Economist et l’institut de sondage Yougov, un jeune Américain sur cinq considérerait la Shoah comme un mythe et 28 % jugeraient “que les Juifs ont trop de pouvoir”. Ces résultats, publiés …","Les chiffres étaient consternants. Selon une enquête effectuée par The Economist et linstitut de sondage Yougov, un jeune Américain sur cinq considérerait la Shoah comme un mythe et 28 % jugeraient q… ",,https://www.courrierinternational.com/article/la-lettre-tech-ces-sondages-qui-disent-n-importe-quoi-les-surf-pools-du-desert-et-les-sites-en-proces,1.5,"[1.48574046086764, 1.5237658985539335]",1.5047531797107867
"Découvrez cette horloge atomique, la plus précise au monde !",Des scientifiques ont mis au point une horloge atomique qui repousse les limites du possible en matière de mesure du temps. Elle ne se décalerait que d’une seconde toutes les 30 milliards d’années.,"Un « tic-tac » qui se fait exactement 9 192 631 770 fois par seconde, c'est ce que les horloges atomiques sont capables de faire. Une précision qui assure un décalage de seulement une seconde sur 300… ",,https://www.futura-sciences.com/tech/actualites/technologie-decouvrez-cette-horloge-atomique-plus-precise-monde-114450/,2.0,"[1.3852490250389389, 3.024584958268435]",2.204916991653687
"Découvrez comment une technologie basée sur le matériel, qui embarque de l’IA, permet de détecter les menaces sur PC","Dans un monde où les cyberattaques sont de plus en plus sophistiquées, Intel® TDT Technology se distingue comme une solution innovante pour renforcer la sécurité des appareils. Avec Thomas Krotkine, Intel vPro Expert, on vous présente deux démonstrations de c…","Exploitant l’IA et la télémétrie de lensemble du hardware, Intel TDT détecte les menaces avancées, y compris les ransomware et les attaques sans fichier, qui échappent souvent aux méthodes de détecti… ",,https://www.zataz.com/demos-decouvrez-la-technologie-intel-hardware-shield-et-intel-tdt-technology/,1.5,"[1.2772181162174698, 1.633669130269518]",1.455443623243494
Les démocraties occidentales ne parviennent plus à fonctionner et voilà pourquoi,"Daron Acemoglu, le grand professeur d'économie au Massachusetts Institute of Technology, dresse un diagnostic implacable des blocages qui empêchent la confiance des peuples.","BlocageDaron Acemoglu, le grand professeur d'économie au Massachusetts Institute of Technology, dresse un diagnostic implacable des blocages qui empêchent la confiance des peuples.",,https://atlantico.fr/decryptage/les-democraties-occidentales-ne-parviennent-plus-a-fonctionner-et-voila-pourquoi-daron-acemoglu-charles-wyplosz,1.0,"[0.2722025285735521, 2.2129957857107465]",1.2425991571421493
Les démocraties occidentales ne parviennent plus à fonctionner et voilà pourquoi,"Daron Acemoglu, le grand professeur d'économie au Massachusetts Institute of Technology, dresse un diagnostic implacable des blocages qui empêchent la confiance des peuples.","BEST OF
 Best-Of du 29 juin au 5 juillet",,https://atlantico.fr/article/decryptage/les-democraties-occidentales-ne-parviennent-plus-a-fonctionner-et-voila-pourquoi-ceNL1tKEm3,1.0,"[0.2722025285735521, 2.2129957857107465]",1.2425991571421493
Cette horloge atomique ultra-précise repousse les limites de la mesure du temps,Des scientifiques ont mis au point une horloge atomique qui repousse les limites du possible en matière de mesure du temps. Elle ne se décalerait que d’une seconde toutes les 30 milliards d’années.,"Un « tic-tac » qui se fait exactement 9 192 631 770 fois par seconde, c'est ce que les horloges atomiques sont capables de faire. Une précision qui assure un décalage de seulement une seconde sur 300… ",,https://www.futura-sciences.com/tech/actualites/technologie-cette-horloge-atomique-ultra-precise-repousse-limites-mesure-temps-114450/,2.0,"[1.3852490250389389, 3.024584958268435]",2.204916991653687
"7 livres blancs à lire cet été : marketing, social media, cybersécurité, productivité…","Dans cette sélection de livres blancs à télécharger gratuitement, vous trouverez de précieux conseils et des insights pour préparer efficacement la rentrée.","Réinventer le service client : une source de revenus inexploitée pour votre entreprise, avec HubSpot
Alors que lexpérience client constitue désormais un facteur clé pour la croissance des entreprise… ",,https://www.blogdumoderateur.com/livres-blancs-ete-2024/,1.0,"[0.9236800176571061, 1.0457919894057364]",0.9847360035314212
Des combinaisons spatiales en projet pour recycler l’urine d’austronaute en eau potable,"L’urine est couramment recyclée en eau potable dans la station spatiale internationale, pourtant les astronautes portent encore des couches quand ils sortent en combinaison. Une équipe de chercheurs américains a confectionné un prototype en version sac à dos …","Ce nest pas le genre dhistoire que Thomas Pesquet raconte aux écoliers en revenant dune mission spatiale, mais cest la dure réalité du métier dastronaute : quand ils font une sortie dans lespace, ils… ",,https://www.liberation.fr/sciences/espace/des-combinaisons-spatiales-en-projet-pour-recycler-lurine-daustronaute-en-eau-potable-20240712_FUQB7CDIV5C55FIJA6RQMYQSR4/,1.0,"[0.4771297719829386, 1.8714503800284357]",1.1742900760056871
Le Game Store Mobile d'Epic approuvé par Apple en UE pour les iPhone et iPad,"Après de nombreux rebondissements, Apple aurait enfin validé l'Epic Game Store Mobile en Union Européenne, ouvrant la voie à la première boutique alternative pour iOS et iPadOS, et bien sûr au retour de Fortnite sur ceux-ci!Ça a été un chemin de croix pour Ep…","Après de nombreux rebondissements, Apple aurait enfin validé l'Epic Game Store Mobile en Union Européenne, ouvrant la voie à la première boutique alternative pour iOS et iPadOS, et bien sûr au retour… ",,https://macbidouille.com/news/2024/07/06/le-game-store-mobile-depic-approuve-par-apple-en-ue-pour-les-iphone-et-ipad,1.0,"[0.6554304284197139, 1.5742826193004769]",1.1148565238600954
Les décharges empoisonnent l’air avec des produits chimiques éternels !,"Lorsque les déchets se décomposent, les décharges rotent ! Un mélange de gaz s’élève alors dans notre atmosphère. Des gaz à effet de serre. Mais aussi quelques substances que l’on aimerait tout autant éviter d’y voir. Les produits chimiques dits éternels que …","Les décharges sont une catastrophe pour le climat. Dans certaines régions du monde, elles sont devenues les principaux émetteurs de méthane (CH4)), un puissant gaz à effet de serre. Comment ? Par l'a… ",,https://www.futura-sciences.com/planete/actualites/pollution-decharges-empoisonnent-air-produits-chimiques-eternels-114207/,1.5,"[0.8511844087640918, 2.5813593187265136]",1.7162718637453027
Actualité : Que faire si votre ordinateur est piraté ?,"Si vous pensez que votre ordinateur a été piraté, il est important de réagir rapidement pour minimiser les dégâts et empêcher le hacker de voler vos données ou d’effectuer d’autres actions malveillantes.","Daprès le rapport dactivité publié par le site gouvernemental cybermalveillance.gouv.fr le 5 mars 2024 sur létat de la menace en 2023, les spécialistes ont observé que le hameçonnage, le piratage, le… ",,https://www.lesnumeriques.com/antivirus/que-faire-si-votre-ordinateur-est-pirate-n223303.html,1.0,"[0.8637924334688742, 1.0817245399186755]",0.9727584866937748
Wall Street : le réseau social de Trump poursuit sa lourde chute,"Le groupe Trump Media&Technology, propriétaire de la plateforme Truth Social, traverse une période difficile. ...","Dans les premiers échanges, le Dow Jones grignotait 0,10 %, lindice Nasdaq glissait de 0,03 % et lindice élargi S&amp;P 500 seffritait de 0,04 %.
Trump Media coule
Le groupe Trump Media&amp;Technol… ",,https://www.lalibre.be/economie/placements/2024/06/21/wall-street-le-reseau-social-de-trump-poursuit-sa-lourde-chute-4P2F6RRMPRAVVGA4UHGQEUXX5M/,1.0,"[0.5147631913712098, 1.808728014381317]",1.1617456028762634
Cette planète à l’orbite la plus excentrique jamais observée est en train de se transformer,"Les Jupiter chaudes, ces grandes exoplanètes qui orbitent très près de leur étoile, intriguent les astronomes depuis leur découverte. Mais aujourd'hui, l’orbite incroyablement excentrique de l’une d’entre elles pourrait les aider à comprendre enfin comment el…","Dans notre Système solaire, les planètes suivent des orbites presque circulaires. Mercure est celle qui fait le plus de folie en la matière. Sa distance au Soleil varie ainsi de quelque 45 et environ… ",,https://www.futura-sciences.com/sciences/actualites/exoplanete-cette-planete-orbite-plus-excentrique-jamais-observee-train-transformer-114646/,1.5,"[1.0699571537395522, 1.7580257077562687]",1.4139914307479104
Prothèses : une avancée chirurgicale redonne aux amputés une démarche naturelle,"Des chercheurs ont mis au point une nouvelle technique chirurgicale qui rétablit la proprioception au niveau d’un membre amputé. Elle offre une meilleure mobilité aux patients munis d’une prothèse de jambe, avec une démarche beaucoup plus naturelle, donnant m…","Les prothèsesprothèses de jambe ont beaucoup évolué ces dernières années, offrant aux porteurs une mobilité accrue. Toutefois, pour obtenir une démarche qui semble quelque peu naturelle, les plus per… ",,https://www.futura-sciences.com/tech/actualites/technologie-protheses-avancee-chirurgicale-redonne-amputes-demarche-naturelle-114383/,1.5,"[1.3705168813766955, 1.7158051977055075]",1.5431610395411015
La Nasa a dépensé 450 millions de dollars pour ne pas envoyer le rover VIPER sur la Lune,"La Nasa abandonne VIPER, son rover lunaire. La mission, qui aurait déjà coûté 450 millions de dollars à l'agence spatiale, est annulée brusquement. Le robot ne roulera jamais sur la Lune. VIPER, le rover lunaire de la Nasa, ne quittera jamais la Terre. Alors …","La Nasa abandonne VIPER, son rover lunaire. La mission, qui aurait déjà coûté 450 millions de dollars à l’agence spatiale, est annulée brusquement. Le robot ne roulera jamais sur la Lune.
VIPER, le … ",,https://www.numerama.com/sciences/1777396-la-nasa-a-depense-450-millions-de-dollars-pour-ne-pas-envoyer-le-rover-viper-sur-la-lune.html,1.5,"[0.5640628586849781, 2.061562284789013]",1.3128125717369956
Safari Technology Preview : Apple propose la version 197 avec le support de macOS Sequoia,Apple propose aujourd’hui la 197e version de Safari Technology Preview. Il s’agit de la version expérimentale de Safari pour permettre aux développeurs d’avoir un aperçu des nouveautés à venir dans le navigateur. Disponibilité de Safari Technology Preview 197…,Apple propose aujourd’hui la 197e version de Safari Technology Preview. Il s’agit de la version expérimentale de Safari pour permettre aux développeurs d’avoir un aperçu des nouveautés à venir dans l… ,,https://iphoneaddict.fr/post/news-390128-safari-technology-preview-apple-propose-version-197-support-macos-sequoia,1.0,"[0.4930188623984231, 1.8449685626692949]",1.168993712533859
L'intelligence artificielle : de la théorie à la pratique - compte-rendu de la journée RGPD de la CNIL du 09/04/24 à Lille,"Dans le cadre des journées RGPD organisées par la CNIL, OCTO Technology écrit plusieurs articles pour retranscrire les actualités partagées liées au RGPD, au RIA et à la cybersécurité : aujourd'hui, focus sur l'intelligence artificielle !","Dans un contexte de numérisation de la société, la Commission Nationale de lInformatique et des Libertés (CNIL) - autorité de contrôle des données personnelles en France - a deux objectifs principaux… ",,https://blog.octo.com/l'intelligence-artificielle--de-la-theorie-a-la-pratique-compte-rendu-de-la-journee-rgpd-de-la-cnil-du-090424-a-lille,1.0,"[0.5058463429058913, 1.8235894284901812]",1.1647178856980362
Des vagues sculptent le paysage sur un autre monde que la Terre dans le Système solaire !,"Baignade déconseillée ! Bien que de nombreux lacs aient été observés à la surface de Titan, cette grande lune de Saturne présente des conditions si froides que l’eau sous forme liquide y est impossible. Les lacs et rivières y sont donc remplis de méthane liqu…","Des rivières, des lacs et des mers. Mais pas d'eau. Sur TitanTitan, lune de SaturneSaturne, c'est le méthane liquide qui lèche le rivage et tombe en pluie sur le paysage. Confirmé en 2007 par la sond… ",,https://www.futura-sciences.com/sciences/actualites/espace-vagues-sculptent-paysage-autre-monde-terre-systeme-solaire-114082/,1.5,"[1.2246504676351586, 1.6652097194189048]",1.4449300935270315
